,education,capital-loss,hours-per-week,race,gender,workclass,educational-num,fnlwgt,age,occupation,capital-gain,marital-status,relationship,income,race,gender,age
48505,Preschool,0,20,White,Female,Private,1,70645,40,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,40
32547,HS-grad,0,40,Black,Female,Private,9,126513,46,Craft-repair,0,Separated,Unmarried,<=50K,Black,Female,46
45091,Bachelors,0,45,White,Female,Private,13,179641,34,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,34
29694,Masters,0,40,White,Male,Private,14,169100,25,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,25
40896,Some-college,0,40,Black,Female,Private,10,227310,47,Adm-clerical,0,Divorced,Unmarried,<=50K,Black,Female,47
41801,Masters,0,72,White,Male,State-gov,14,49595,48,Protective-serv,0,Divorced,Not-in-family,<=50K,White,Male,48
28579,HS-grad,0,40,White,Male,Private,9,66473,28,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,28
41212,Some-college,0,40,Black,Male,Private,10,199934,34,Machine-op-inspct,7298,Married-civ-spouse,Husband,>50K,Black,Male,34
40495,11th,0,20,Black,Male,Private,7,316043,20,Other-service,594,Never-married,Own-child,<=50K,Black,Male,20
42185,Prof-school,0,40,White,Male,Local-gov,15,178449,31,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,31
38317,Some-college,0,60,White,Male,Private,10,190403,42,Exec-managerial,0,Separated,Not-in-family,<=50K,White,Male,42
28431,Some-college,0,30,White,Female,Private,10,95989,23,Other-service,0,Never-married,Own-child,<=50K,White,Female,23
39106,HS-grad,0,38,White,Female,Private,9,29361,29,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,29
27463,Some-college,0,40,White,Female,Private,10,108681,41,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,41
5354,Some-college,0,40,White,Female,State-gov,10,252818,30,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,30
40343,Some-college,0,40,White,Female,Private,10,237341,24,Prof-specialty,0,Married-civ-spouse,Wife,>50K,White,Female,24
25456,11th,0,45,White,Female,Private,7,119170,27,Exec-managerial,0,Never-married,Unmarried,<=50K,White,Female,27
11853,HS-grad,0,40,White,Male,Private,9,131425,30,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,30
503,Bachelors,0,33,White,Female,Private,13,309990,41,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,41
28774,Bachelors,0,50,White,Male,Private,13,31964,35,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,35
32535,Some-college,0,50,White,Male,Private,10,224202,46,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,46
2671,HS-grad,0,50,White,Male,Private,9,226500,37,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,37
10907,Masters,0,45,White,Male,Private,14,188694,47,Prof-specialty,15024,Married-civ-spouse,Husband,>50K,White,Male,47
4561,HS-grad,0,40,White,Male,Private,9,48520,33,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,33
30297,Some-college,0,56,White,Male,Local-gov,10,171482,36,Protective-serv,0,Married-civ-spouse,Husband,>50K,White,Male,36
24893,11th,0,30,White,Male,State-gov,7,431745,19,Other-service,0,Never-married,Own-child,<=50K,White,Male,19
12921,Masters,0,60,White,Male,Private,14,193945,26,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Male,26
26148,Some-college,0,44,White,Male,Private,10,227545,37,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,37
32383,Some-college,0,50,White,Male,Private,10,30673,39,Handlers-cleaners,0,Divorced,Not-in-family,>50K,White,Male,39
16483,Bachelors,0,50,White,Male,Private,13,259323,51,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,51
11196,Doctorate,0,40,White,Female,State-gov,16,108037,51,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Female,51
7294,HS-grad,0,40,Black,Female,State-gov,9,392518,34,Other-service,0,Never-married,Unmarried,<=50K,Black,Female,34
24403,Some-college,0,40,Asian-Pac-Islander,Male,Private,10,182771,25,Sales,0,Never-married,Own-child,<=50K,Asian-Pac-Islander,Male,25
38082,Some-college,0,40,White,Male,Private,10,111994,45,Sales,4650,Divorced,Not-in-family,<=50K,White,Male,45
14532,Bachelors,0,40,White,Male,Private,13,60668,22,Exec-managerial,0,Never-married,Own-child,<=50K,White,Male,22
16900,Prof-school,0,45,White,Male,Private,15,102388,46,Prof-specialty,15024,Married-civ-spouse,Husband,>50K,White,Male,46
29216,HS-grad,0,40,White,Female,Local-gov,9,196234,40,Craft-repair,0,Divorced,Own-child,<=50K,White,Female,40
14291,Bachelors,0,15,White,Male,Private,13,53481,55,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,55
35902,Assoc-voc,0,60,White,Male,Private,11,218490,36,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,36
27561,Some-college,0,40,White,Female,Self-emp-not-inc,10,241297,59,Farming-fishing,6849,Widowed,Not-in-family,<=50K,White,Female,59
28719,Bachelors,0,10,Asian-Pac-Islander,Female,?,13,173800,28,?,0,Married-spouse-absent,Not-in-family,<=50K,Asian-Pac-Islander,Female,28
37110,Assoc-voc,0,56,White,Female,?,11,117162,65,?,0,Married-civ-spouse,Wife,>50K,White,Female,65
8956,5th-6th,0,40,White,Male,Private,3,350510,53,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,53
43404,Some-college,0,40,White,Female,Private,10,199452,23,Other-service,0,Never-married,Own-child,<=50K,White,Female,23
13554,Some-college,0,60,White,Male,Private,10,196502,58,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,58
12924,Bachelors,0,50,White,Male,Private,13,23157,42,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,42
10675,Bachelors,0,40,White,Male,Private,13,228931,33,Prof-specialty,7298,Married-civ-spouse,Husband,>50K,White,Male,33
22741,HS-grad,0,20,White,Female,Private,9,426001,59,Adm-clerical,0,Married-spouse-absent,Unmarried,<=50K,White,Female,59
8024,11th,0,40,Black,Female,Private,7,134679,32,Handlers-cleaners,0,Never-married,Own-child,<=50K,Black,Female,32
36360,Bachelors,0,40,White,Male,Federal-gov,13,145401,55,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,55
48241,Assoc-acdm,0,70,White,Male,Self-emp-inc,12,102729,36,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,36
30159,Some-college,0,25,White,Female,Private,10,172076,18,Other-service,0,Never-married,Own-child,<=50K,White,Female,18
21070,HS-grad,0,40,White,Male,Federal-gov,9,83411,41,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,41
8938,HS-grad,0,40,White,Male,Local-gov,9,127463,70,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,70
26338,Some-college,0,60,White,Male,Self-emp-not-inc,10,170649,42,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,42
29167,HS-grad,0,40,Black,Female,Private,9,139209,27,Machine-op-inspct,0,Never-married,Unmarried,<=50K,Black,Female,27
25071,HS-grad,0,40,White,Female,Private,9,91037,36,Adm-clerical,0,Married-civ-spouse,Wife,>50K,White,Female,36
44172,HS-grad,0,40,White,Male,Private,9,177927,50,Protective-serv,0,Divorced,Not-in-family,<=50K,White,Male,50
48557,Some-college,0,48,White,Male,Local-gov,10,169544,29,Protective-serv,0,Never-married,Own-child,<=50K,White,Male,29
30424,Bachelors,0,46,White,Male,Private,13,190525,28,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,28
743,HS-grad,0,50,White,Male,Self-emp-not-inc,9,315984,46,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,46
46610,Some-college,0,40,White,Male,Private,10,368949,29,Handlers-cleaners,0,Married-civ-spouse,Husband,>50K,White,Male,29
4651,Assoc-voc,0,48,White,Female,Private,11,112512,37,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Female,37
46565,HS-grad,1825,40,White,Male,State-gov,9,132055,66,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,66
16511,11th,0,40,Black,Male,Private,7,538583,35,Transport-moving,3674,Separated,Not-in-family,<=50K,Black,Male,35
7269,Some-college,0,38,White,Female,Private,10,114120,46,Tech-support,0,Divorced,Not-in-family,<=50K,White,Female,46
29901,HS-grad,0,40,White,Male,Private,9,186256,45,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Male,45
39165,5th-6th,0,40,White,Male,Private,3,252210,31,Other-service,0,Never-married,Own-child,<=50K,White,Male,31
11614,HS-grad,0,40,Amer-Indian-Eskimo,Male,Private,9,215857,34,Machine-op-inspct,0,Never-married,Not-in-family,<=50K,Amer-Indian-Eskimo,Male,34
36216,HS-grad,0,40,White,Female,Private,9,213041,21,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,21
44247,Some-college,0,40,White,Male,Local-gov,10,27051,30,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,30
5496,Bachelors,0,40,White,Female,Federal-gov,13,253135,25,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,25
18331,Some-college,0,20,White,Female,Private,10,188569,22,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,22
29281,Doctorate,0,40,White,Male,Self-emp-not-inc,16,176867,50,Prof-specialty,3781,Married-civ-spouse,Husband,<=50K,White,Male,50
30748,HS-grad,1740,48,White,Male,Private,9,184655,38,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,38
22884,Some-college,0,50,White,Male,Private,10,153372,40,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,40
16968,Bachelors,0,55,White,Female,Local-gov,13,86644,45,Prof-specialty,0,Married-civ-spouse,Wife,<=50K,White,Female,45
27673,Assoc-acdm,0,40,White,Male,Private,12,118652,42,Tech-support,0,Married-civ-spouse,Husband,<=50K,White,Male,42
34652,Assoc-voc,0,56,White,Male,Local-gov,11,116751,29,Protective-serv,0,Divorced,Unmarried,<=50K,White,Male,29
988,11th,0,35,White,Female,Private,7,142152,26,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Female,26
1490,Some-college,0,50,White,Male,Self-emp-not-inc,10,138471,44,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,44
25653,Bachelors,0,40,White,Male,Private,13,281792,58,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,58
26786,HS-grad,0,50,White,Female,Private,9,148298,26,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,26
6705,Masters,0,36,Asian-Pac-Islander,Female,Private,14,70240,28,Sales,0,Never-married,Own-child,<=50K,Asian-Pac-Islander,Female,28
40398,HS-grad,0,60,White,Male,Private,9,282389,28,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Male,28
45744,Bachelors,0,40,White,Male,Private,13,242984,34,Sales,0,Never-married,Not-in-family,<=50K,White,Male,34
9341,Some-college,0,40,White,Male,Private,10,317660,33,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,33
4869,HS-grad,0,40,White,Male,Private,9,76878,36,Machine-op-inspct,5178,Married-civ-spouse,Husband,>50K,White,Male,36
47238,Bachelors,0,40,White,Male,Private,13,179659,45,Craft-repair,3103,Married-civ-spouse,Husband,>50K,White,Male,45
11512,9th,0,40,White,Male,Private,5,205339,38,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,38
11012,5th-6th,0,40,White,Female,Private,3,191389,46,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,46
38380,Some-college,0,40,White,Female,State-gov,10,243678,33,Tech-support,0,Never-married,Not-in-family,<=50K,White,Female,33
3629,12th,0,32,White,Male,Private,8,48063,39,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,39
2062,Some-college,0,15,White,Male,Private,10,236804,20,Sales,0,Never-married,Own-child,<=50K,White,Male,20
3965,HS-grad,0,38,White,Male,Private,9,71283,58,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,58
36326,Bachelors,0,44,White,Male,Private,13,27051,32,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,32
23342,HS-grad,0,30,White,Female,Private,9,151506,19,Other-service,0,Never-married,Own-child,<=50K,White,Female,19
38103,HS-grad,0,50,White,Male,Private,9,344804,25,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,25
19708,Masters,0,40,White,Male,Private,14,457237,54,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,54
11292,HS-grad,0,38,White,Male,State-gov,9,209744,23,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Male,23
14875,Some-college,0,40,White,Female,Private,10,361278,24,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,24
12267,Assoc-acdm,0,60,White,Male,Private,12,410615,34,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,34
752,Some-college,0,50,White,Male,Private,10,32732,23,Sales,0,Never-married,Not-in-family,<=50K,White,Male,23
41264,Bachelors,0,75,White,Male,Local-gov,13,150755,40,Prof-specialty,99999,Married-civ-spouse,Husband,>50K,White,Male,40
14383,Some-college,0,45,White,Male,Private,10,88787,43,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,43
10796,Doctorate,0,55,White,Male,Private,16,57852,50,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,50
21082,Masters,0,40,White,Male,?,14,22428,50,?,0,Never-married,Not-in-family,<=50K,White,Male,50
17732,11th,0,40,Black,Male,Private,7,185749,60,Transport-moving,0,Widowed,Unmarried,<=50K,Black,Male,60
9136,Some-college,1741,70,White,Male,Private,10,172927,37,Transport-moving,0,Divorced,Not-in-family,<=50K,White,Male,37
34193,Some-college,0,45,White,Male,Self-emp-not-inc,10,111129,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
46992,HS-grad,0,12,White,Female,?,9,157131,18,?,0,Never-married,Own-child,<=50K,White,Female,18
23903,HS-grad,0,40,White,Female,Private,9,133906,35,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,35
16408,Assoc-acdm,0,40,White,Male,Private,12,114937,31,Adm-clerical,0,Married-civ-spouse,Husband,>50K,White,Male,31
46662,HS-grad,0,40,White,Male,Private,9,256636,36,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Male,36
12519,HS-grad,0,40,White,Male,Private,9,37345,58,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,58
18814,Some-college,0,40,Black,Male,Private,10,466224,27,Sales,0,Never-married,Not-in-family,<=50K,Black,Male,27
13201,Some-college,0,8,White,Female,Private,10,33432,21,Prof-specialty,0,Never-married,Own-child,<=50K,White,Female,21
44371,HS-grad,0,40,Black,Female,Private,9,122195,45,Craft-repair,0,Widowed,Unmarried,<=50K,Black,Female,45
41803,9th,0,40,Black,Male,?,5,108185,66,?,0,Married-civ-spouse,Husband,<=50K,Black,Male,66
29534,HS-grad,0,40,White,Female,Private,9,442429,31,Craft-repair,0,Separated,Unmarried,<=50K,White,Female,31
47348,Bachelors,0,40,White,Male,Private,13,120131,47,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,47
9820,Bachelors,0,35,White,Female,Private,13,117606,24,Exec-managerial,0,Never-married,Own-child,<=50K,White,Female,24
23671,HS-grad,0,40,Black,Male,Private,9,378747,50,Transport-moving,0,Married-civ-spouse,Husband,<=50K,Black,Male,50
4342,Masters,0,40,White,Male,Local-gov,14,107417,33,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,33
45619,HS-grad,0,40,Other,Male,Private,9,217953,45,Craft-repair,0,Married-civ-spouse,Husband,<=50K,Other,Male,45
6815,Prof-school,2258,20,White,Male,Self-emp-not-inc,15,173938,47,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,47
27088,Some-college,0,40,White,Female,Private,10,111469,54,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Female,54
9447,Bachelors,0,30,White,Male,Self-emp-not-inc,13,538099,65,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,65
44110,Bachelors,0,40,White,Female,Local-gov,13,95462,36,Prof-specialty,0,Divorced,Unmarried,<=50K,White,Female,36
3738,Some-college,0,40,Black,Female,Private,10,240467,35,Transport-moving,0,Separated,Not-in-family,>50K,Black,Female,35
3634,HS-grad,0,40,Black,Female,Private,9,127895,32,Machine-op-inspct,0,Never-married,Own-child,<=50K,Black,Female,32
10215,10th,0,45,White,Male,Private,6,303177,34,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,34
36606,11th,0,39,White,Male,Private,7,275691,24,Transport-moving,0,Never-married,Own-child,<=50K,White,Male,24
40169,11th,0,40,White,Female,Private,7,193568,58,Other-service,0,Widowed,Not-in-family,<=50K,White,Female,58
27852,10th,0,20,Black,Male,Private,6,250541,17,Other-service,0,Never-married,Own-child,<=50K,Black,Male,17
43312,HS-grad,0,40,White,Female,Private,9,182163,22,Sales,0,Separated,Unmarried,<=50K,White,Female,22
42063,Some-college,0,40,White,Male,Private,10,454843,35,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,35
26307,HS-grad,0,40,Asian-Pac-Islander,Male,Private,9,72887,27,Handlers-cleaners,0,Never-married,Other-relative,<=50K,Asian-Pac-Islander,Male,27
37626,7th-8th,0,40,White,Male,Private,4,175262,54,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,54
5750,HS-grad,0,40,White,Male,Private,9,246933,28,Sales,0,Never-married,Own-child,<=50K,White,Male,28
29766,HS-grad,0,45,White,Male,Private,9,215297,31,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,31
9284,HS-grad,0,40,White,Female,Private,9,229769,21,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,21
21821,5th-6th,0,55,White,Male,Private,3,128378,50,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,50
38946,Some-college,0,40,Black,Male,Federal-gov,10,346532,40,Adm-clerical,0,Married-civ-spouse,Husband,>50K,Black,Male,40
29428,Assoc-voc,0,41,White,Male,Private,11,101812,25,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,25
27947,11th,0,20,White,Female,Private,7,47771,17,Prof-specialty,0,Never-married,Own-child,<=50K,White,Female,17
23874,Bachelors,2339,40,White,Female,State-gov,13,358893,60,Prof-specialty,0,Divorced,Not-in-family,<=50K,White,Female,60
23994,HS-grad,0,40,White,Female,Private,9,50814,28,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,28
6772,Some-college,0,40,White,Male,Private,10,170050,53,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Male,53
9446,HS-grad,0,40,White,Male,Private,9,148169,49,Sales,5013,Married-civ-spouse,Husband,<=50K,White,Male,49
20706,Bachelors,0,40,White,Male,Private,13,209301,29,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,29
48264,Some-college,0,40,White,Male,Private,10,127195,34,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,34
43041,HS-grad,0,38,White,Female,Private,9,105936,40,Adm-clerical,0,Married-spouse-absent,Own-child,<=50K,White,Female,40
10559,HS-grad,0,25,White,Female,?,9,181528,25,?,0,Married-civ-spouse,Wife,<=50K,White,Female,25
5752,HS-grad,0,25,White,Male,Self-emp-not-inc,9,109162,26,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,26
13217,Some-college,0,60,White,Male,Self-emp-not-inc,10,34067,50,Farming-fishing,0,Married-civ-spouse,Husband,>50K,White,Male,50
6068,Some-college,0,40,White,Male,Private,10,180636,57,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,57
46249,HS-grad,0,36,Black,Male,Private,9,141841,33,Other-service,0,Never-married,Own-child,<=50K,Black,Male,33
10495,Bachelors,0,40,White,Female,Local-gov,13,287821,36,Adm-clerical,0,Married-civ-spouse,Wife,>50K,White,Female,36
46737,HS-grad,0,40,White,Male,?,9,191935,29,?,0,Never-married,Not-in-family,<=50K,White,Male,29
37657,Assoc-voc,0,40,White,Female,Private,11,167652,62,Sales,0,Divorced,Not-in-family,<=50K,White,Female,62
14871,Assoc-acdm,0,40,White,Male,Local-gov,12,163320,27,Protective-serv,0,Never-married,Own-child,<=50K,White,Male,27
11148,5th-6th,0,20,White,Female,Private,3,147497,17,Sales,0,Never-married,Own-child,<=50K,White,Female,17
24478,HS-grad,0,40,White,Female,Private,9,184255,23,Sales,0,Married-civ-spouse,Wife,<=50K,White,Female,23
19325,HS-grad,0,35,White,Male,Private,9,195118,25,Handlers-cleaners,0,Never-married,Other-relative,<=50K,White,Male,25
40140,Bachelors,0,40,White,Male,Private,13,361493,25,Sales,3325,Never-married,Not-in-family,<=50K,White,Male,25
36065,HS-grad,0,46,White,Male,Private,9,126675,35,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Male,35
48038,Some-college,0,35,Asian-Pac-Islander,Female,Private,10,143582,34,Adm-clerical,0,Never-married,Not-in-family,<=50K,Asian-Pac-Islander,Female,34
543,Some-college,0,40,White,Female,Private,10,416165,22,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,22
